color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,adj_gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,adj_budg,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,colordum
Color,Paul Weitz,157,109,80,2000,Ty Burrell,19000,45489752,57797029.69,Comedy|Drama|Romance,Scarlett Johansson,In Good Company ,48973,28493,Dennis Quaid,2,company|corporate takeover|executive|magazine|new boss,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,214,English,USA,PG-13,26000000,33034314.45,2004,3000,6.5,1.85,736,1
Color,Lawrence Kasdan,46,133,759,67,Todd Allen,826,33200000,74054204.46,Action|Crime|Drama|Western,Scott Glenn,Silverado ,28247,1154,Brad Leland,4,1880s|kiss|small town|table broken in fight|wild west,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,149,English,USA,PG-13,26000000,57994256.51,1985,130,7.2,2.35,0,1
Color,Kevin Allen,55,100,8,588,Frankie Muniz,1000,23222861,29505818.95,Action|Adventure|Comedy|Family|Romance|Sci-Fi,Daniel Roebuck,Agent Cody Banks 2: Destination London ,11092,3742,David Kelly,4,chase|evil scientist|gadget|mind control|tough girl,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,44,English,USA,PG,26000000,33034314.45,2004,934,4.5,2.35,167,1
Color,James McTeigue,265,110,160,427,Dave Legeno,771,16005978,16731912.69,Crime|Mystery|Thriller,Pam Ferris,The Raven ,72886,2356,Kevin McNally,1,mask|murder|newspaper|poem|serial killer,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,190,English,USA,R,26000000,27179203.29,2012,570,6.4,2.35,35000,1
Color,Donald Petrie,82,110,80,509,Ray Romano,826,14469428,18384139.79,Comedy|Romance,Rip Torn,Welcome to Mooseport ,10667,2466,Maura Tierney,2,mayor|pink panties|upskirt|white panties|yellow panties,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,95,English,USA,PG-13,26000000,33034314.45,2004,590,5.2,1.85,260,1
Color,Bob Rafelson,42,101,30,223,Mike Starr,1000,1075288,1644847.973,Crime|Drama|Thriller,Harold Perrineau,Blood and Wine ,7772,2228,Judy Davis,3,diamond|necklace|safecracker|wine|wine dealer,http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1,55,English,USA,R,22000000,33652989.17,1996,854,6.1,1.85,145,1
Color,Barry Levinson,100,133,272,628,Valeria Golino,10000,172825435,350628184.1,Drama,Tom Cruise,Rain Man ,383784,12285,Beth Grant,3,buick|convertible|last will and testament|savant|travel,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,331,English,USA,R,25000000,50719991.55,1988,898,8,1.85,12000,1
Color,Tate Taylor,373,146,150,2000,Bryce Dallas Howard,15000,169705587,181073663.6,Drama,Emma Stone,The Help ,318955,23227,Mike Vogel,2,black servant|chocolate pie|jackson mississippi|maid|writing a novel,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,460,English,USA,PG-13,25000000,26674676.25,2011,3000,8.1,1.85,75000,1
Color,Bill Condon,224,128,386,203,Peter Capaldi,19000,3254172,3352653.319,Biography|Drama|Thriller,Benedict Cumberbatch,The Fifth Estate ,29282,36337,Jamie Blackley,1,computer hacker|internet|news leak|whistleblowing|wikileaks,http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1,105,English,USA,R,28000000,28847366.68,2013,17000,6.2,2.35,11000,1
Color,Tim Story,146,99,167,460,Tika Sumpter,655,134141530,135994974.1,Action|Comedy|Crime|Romance,Bruce McGill,Ride Along ,75903,2394,Bryan Callen,1,gunfight|outrunning explosion|police|security guard|street shootout,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,109,English,USA,PG-13,25000000,25345426.97,2014,521,6.2,2.35,0,1
Color,Andy Fickman,139,105,99,433,Gedde Watanabe,3000,77264926,80769197.34,Comedy|Family,Bailee Madison,Parental Guidance ,21176,5740,Tom Everett Scott,5,chores|father figure|helicopter parents|in laws|punishment,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,107,English,USA,PG,25000000,26133849.32,2012,448,6.1,1.85,0,1
Color,Ivan Reitman,245,108,425,766,Greta Gerwig,20000,70625986,75357012.44,Comedy|Romance,Natalie Portman,No Strings Attached ,168717,22739,Mindy Kaling,1,ex girlfriend|funeral|hospital|male objectification|summer camp,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,178,English,USA,R,25000000,26674676.25,2011,962,6.2,2.35,24000,1
Color,Andrzej Bartkowiak,70,115,43,775,Delroy Lindo,5000,55973336,78013893.46,Action|Crime|Thriller,Jet Li,Romeo Must Die ,57040,9082,Aaliyah,1,death|hong kong|kung fu|prison|waterfront,http://www.imdb.com/title/tt0165929/?ref_=fn_tt_tt_1,365,English,USA,R,25000000,34844221.84,2000,848,6.1,2.35,0,1
Color,Gabor Csupo,181,96,47,3000,Zooey Deschanel,14000,82234139,95208726.48,Adventure|Drama|Family|Fantasy,Josh Hutcherson,Bridge to Terabithia ,110390,28071,Bailee Madison,3,bully|friend|imagination|reality|troll,http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1,522,English,USA,PG,17000000,19682194.89,2007,11000,7.2,1.85,6000,1
Color,Marc Forster,226,101,395,2000,Kate Winslet,40000,51676606,65657740.48,Biography|Drama|Family,Johnny Depp,Finding Neverland ,174591,58823,Kelly Macdonald,1,boy|inspiration|reference to peter pan|stage play|widow,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,632,English,USA,PG,25000000,31763763.9,2004,14000,7.8,2.35,0,1
Color,Joe Carnahan,408,117,248,726,Frank Grillo,14000,51533608,54985692.37,Action|Adventure|Drama|Thriller,Liam Neeson,The Grey ,203111,16606,James Badge Dale,1,alaska|leadership|snow|survival|wilderness,http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,755,English,USA,R,25000000,26674676.25,2011,798,6.8,2.35,32000,1
Color,Adam McKay,181,98,285,7000,Will Ferrell,640000,84136909,106900196.5,Comedy,Darcy Donavan,Anchorman: The Legend of Ron Burgundy ,267921,656730,Steve Carell,5,1970s|anchorman|news anchor|newsroom|tv station,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,577,English,USA,PG-13,26000000,33034314.45,2004,8000,7.2,1.85,0,1
Color,Martin Scorsese,192,146,17000,635,Mike Starr,22000,46836394,86006598.43,Biography|Crime|Drama,Robert De Niro,Goodfellas ,728685,24783,Paul Sorvino,3,betrayal|gangster|mafia|organized crime|robbery,http://www.imdb.com/title/tt0099685/?ref_=fn_tt_tt_1,989,English,USA,R,25000000,45907995.41,1990,854,8.7,1.85,25000,1
Color,Harald Zwart,79,102,91,434,Frankie Muniz,1000,47285499,61678536.73,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,Daniel Roebuck,Agent Cody Banks ,26755,3037,Chris Gauthier,3,cia|nanobot|prep school|scientist|teenager,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,104,English,USA,PG,26000000,33914032.61,2003,934,5,2.35,542,1
Color,Steve Oedekerk,49,98,176,468,Michael McKean,742,44455658,66477689.16,Action|Adventure|Comedy|Crime,Kelly Preston,Nothing to Lose ,36253,2457,Rebecca Gayheart,2,boss|ghetto|money|robber|robbery,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,92,English,USA,R,25000000,37384267.91,1997,658,6.7,1.85,0,1
Color,Baltasar Kormákur,270,109,175,733,David O'Hara,24000,66489425,69504984.56,Action|Crime|Drama|Thriller,J.K. Simmons,Contraband ,101977,26625,Lukas Haas,3,cocaine|contraband|drug lord|prison|smuggling,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1,161,English,USA,R,25000000,26133849.32,2012,736,6.5,2.35,0,1
Color,Brett Ratner,29,97,420,585,Paul Sorvino,695,41067398,61410984.37,Action|Comedy|Crime|Thriller,Heather Locklear,Money Talks ,22748,2530,Faizon Love,2,blood splatter|fistfight|murder|police|prison bus,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,41,English,USA,R,25000000,37384267.91,1997,635,6.1,2.35,666,1
Color,Malcolm D. Lee,81,86,92,466,Eddie Griffin,744,38230435,51003735.48,Action|Comedy,Dave Chappelle,Undercover Brother ,29661,3001,Chi McBride,3,african american|cadillac|disguise|secret agent|undercover,http://www.imdb.com/title/tt0279493/?ref_=fn_tt_tt_1,179,English,USA,PG-13,25000000,33352834.91,2002,489,5.8,1.85,0,1
Color,Fred Wolf,129,97,29,816,Katharine McPhee,15000,48237389,53772176.99,Comedy|Romance,Emma Stone,The House Bunny ,63969,18789,Beverly D'Angelo,1,makeover|party|playboy|playboy mansion|sorority,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,126,English,USA,PG-13,25000000,27868515.53,2008,852,5.5,2.35,0,1
Color,Dennie Gordon,66,105,29,742,Oliver James,14000,35990505,46945506.16,Comedy|Drama|Family|Romance,Colin Firth,What a Girl Wants ,48095,16400,Kelly Preston,1,american|daughter|england|father|politician,http://www.imdb.com/title/tt0286788/?ref_=fn_tt_tt_1,194,English,USA,PG,20000000,26087717.39,2003,1000,5.8,2.35,0,1
Color,Mark Helfrich,127,101,7,440,Dan Fogler,1000,35000629,40522894.18,Comedy|Romance,Dane Cook,Good Luck Chuck ,74622,2822,Chelan Simmons,1,breasts|leg spreading|mini skirt|sex|sex in bed,http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1,150,English,USA,R,25000000,28944404.25,2007,562,5.6,1.85,0,1
Color,Andrzej Bartkowiak,109,101,43,432,Tom Arnold,5000,34604054,45137039.07,Action|Crime|Drama|Thriller,Jet Li,Cradle 2 the Grave ,34942,6867,DMX,2,camera shot from inside human body|diamond|evil man|heist|terrorism,http://www.imdb.com/title/tt0306685/?ref_=fn_tt_tt_1,185,English,USA,R,30000000,39131576.09,2003,618,5.8,2.35,1000,1
Color,Stephen Daldry,174,114,335,530,Stephen Dillane,11000,41597830,55496222.26,Drama|Romance,Meryl Streep,The Hours ,102123,12624,Miranda Richardson,3,housewife|lesbian|novel|party|reading,http://www.imdb.com/title/tt0274558/?ref_=fn_tt_tt_1,660,English,USA,PG-13,25000000,33352834.91,2002,577,7.6,1.85,0,1
Color,Bobby Farrelly,62,117,101,743,Lin Shaye,13000,24944213,38156696.81,Comedy|Sport,Bill Murray,Kingpin ,63459,16937,Richard Tyson,2,amish|bowling|on the road|rubber hand|tournament,http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1,185,English,USA,PG-13,27000000,41301395.79,1996,852,6.9,2.35,3000,1
Color,Rupert Wyatt,175,111,81,81,Cjon Saulsberry,3000,33631221,34095906.24,Crime|Drama|Thriller,George Kennedy,The Gambler ,48559,3784,Griffin Cleveland,1,dog|gambler|gambling|gangster|professor,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1,145,English,USA,R,25000000,25345426.97,2014,571,6,2.35,0,1
Color,John Wells,322,121,53,8000,Meryl Streep,19000,37738400,38880480.81,Drama,Benedict Cumberbatch,August: Osage County ,67797,39690,Julia Roberts,3,based on play|incestuous relationship|pedophilia|secret|teenage daughter,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,285,English,USA,R,25000000,25756577.39,2013,11000,7.3,2.35,30000,1
Color,Nigel Cole,112,107,13,165,Tyrone Giordano,618,21835784,26834311.37,Comedy|Drama|Romance,Aimee Garcia,A Lot Like Love ,58297,1095,James Read,3,flight|hasselblad camera|los angeles california|love|medium format camera,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,161,English,USA,PG-13,30000000,36867434.72,2005,172,6.6,1.85,0,1
Color,Jeremy Leven,44,97,19,977,Marlon Brando,40000,22200000,35952465.59,Comedy|Drama|Romance,Johnny Depp,Don Juan DeMarco ,41310,52122,Faye Dunaway,3,don juan|mental institution|patient|psychiatrist|retirement,http://www.imdb.com/title/tt0112883/?ref_=fn_tt_tt_1,117,English,USA,PG-13,25000000,40487010.8,1994,10000,6.8,1.85,0,1
Color,Sylvain White,213,97,41,619,Jason Patric,11000,23527955,25896438.97,Action|Crime|Drama|Mystery|Thriller,Chris Evans,The Losers ,74691,12841,Óscar Jaenada,1,hacking|hijacking|martial arts|revenge|special forces,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,165,English,USA,PG-13,25000000,27516670.03,2010,673,6.4,2.35,0,1
Color,Troy Nixey,298,99,24,155,Alan Dale,3000,24042490,26462770.56,Fantasy|Horror|Thriller,Bailee Madison,Don't Be Afraid of the Dark ,40776,3744,Jack Thompson,1,basement|creature|disappearance|interior designer|mansion,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,250,English,USA,R,25000000,27516670.03,2010,441,5.6,1.85,10000,1
Color,Jeff Schaffer,92,93,17,360,Scott Mechlowicz,13000,17718223,22511898.08,Comedy,Matt Damon,EuroTrip ,162067,14180,Jacob Pitts,5,female frontal nudity|male frontal nudity|nudist|nudity|public nudity,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,316,English,USA,R,25000000,31763763.9,2004,634,6.6,1.85,0,1
Color,Paul Feig,73,90,176,825,Rob Riggle,931,16647384,19818892.32,Adventure|Comedy|Family|Romance,Tyler James Williams,Unaccompanied Minors ,8398,4431,B.J. Novak,1,airport|black comedy|blizzard|christmas|pennsylvania,http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,56,English,USA,PG,26000000,30953283.73,2006,839,5.1,2.35,498,1
Color,Richard Kelly,287,115,219,258,Gillian Jacobs,902,15045676,16831910.39,Drama|Fantasy|Mystery|Thriller,Frank Langella,The Box ,76303,2466,Celia Weston,1,alien|library|moral dilemma|nosebleed|supernatural power,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,376,English,USA,PG-13,16000000,17899532.48,2009,837,5.6,2.35,0,1
Color,John Schlesinger,86,99,154,347,Rupert Everett,774,14983572,20883636.27,Comedy|Drama|Romance,Mark Valley,The Next Best Thing ,9361,2498,Illeana Douglas,1,best friend|cartoon on tv|custody battle|gay|gay friend,http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1,162,English,USA,PG-13,25000000,34844221.84,2000,692,4.7,1.85,378,1
Color,Luke Greenfield,126,110,42,111,Timothy Bottoms,355,14589444,18536626.18,Comedy|Drama|Romance,Chris Marquette,The Girl Next Door ,171151,911,Jacob Young,2,forced to strip|male rear nudity|porn actress|scantily clad female|teenager,http://www.imdb.com/title/tt0265208/?ref_=fn_tt_tt_1,513,English,USA,R,25000000,31763763.9,2004,155,6.8,1.85,0,1
Color,Ringo Lam,50,101,17,218,Zach Grenier,900,14095303,21561321.78,Action|Crime|Mystery|Romance|Thriller,Natasha Henstridge,Maximum Risk ,15814,1634,Paul Ben-Victor,1,fbi|fbi agent|mafia|russian mafia|twin,http://www.imdb.com/title/tt0117011/?ref_=fn_tt_tt_1,68,English,USA,R,25000000,38242033.14,1996,246,5.4,2.35,503,1
Color,Bruce McCulloch,52,85,54,455,Megan Mullally,985,13973532,18642276.24,Comedy|Crime,Martin Starr,Stealing Harvard ,11211,3065,Chris Penn,1,black humor|crying during sex|harvard|humor|man with glasses,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,92,English,USA,PG-13,25000000,33352834.91,2002,637,5.1,1.85,215,1
Color,Alan Parker,99,145,317,70,Devon Murray,876,13038660,18783731.52,Drama,Emily Watson,Angela's Ashes ,16995,1282,Pauline McLynn,1,drink|ira|irish|limerick|prejudice,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,163,English,USA,R,25000000,36015456.18,1999,219,7.3,1.85,0,1
Color,Ivan Reitman,159,110,425,148,Chi McBride,3000,28831145,29229507.21,Drama|Sport,Jennifer Garner,Draft Day ,39357,3757,Patrick St. Esprit,1,cleveland browns|head coach|linebacker|nfl|team owner,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,113,English,USA,R,25000000,25345426.97,2014,466,6.8,2.35,14000,1
Color,Gavin O'Connor,317,140,149,581,Frank Grillo,27000,13651662,14566146.56,Drama|Sport,Tom Hardy,Warrior ,332276,29692,Kevin Dunn,1,alcoholic|mixed martial arts|return home|tournament|underdog,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1,514,English,USA,PG-13,25000000,26674676.25,2011,798,8.2,2.35,77000,1
Color,Kimberly Peirce,143,112,108,2000,Channing Tatum,23000,10911750,12163770.98,Drama|War,Joseph Gordon-Levitt,Stop-Loss ,17757,43560,Abbie Cornish,2,friendship|honor|iraq war|soldier|texas,http://www.imdb.com/title/tt0489281/?ref_=fn_tt_tt_1,99,English,USA,R,25000000,27868515.53,2008,17000,6.5,1.85,982,1
Color,Stephen Gaghan,72,99,79,956,Zooey Deschanel,16000,10719367,14300851.11,Drama|Music|Mystery|Romance|Thriller,Charlie Hunnam,Abandon ,7909,28987,Tony Goldwyn,3,college|detective|disappearance|police detective|thesis,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,157,English,USA,PG-13,25000000,33352834.91,2002,11000,4.9,2.35,261,1
Color,Richard Benjamin,20,105,121,354,Jane Krakowski,3000,10070000,15403890.95,Comedy|Drama|Romance,Brendan Fraser,Mrs. Winterbourne ,5668,5023,Cathryn de Prume,3,love|train|train wreck|twin brother|two word title,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,50,English,USA,PG-13,25000000,38242033.14,1996,624,6.2,1.85,491,1
Color,Rod Lurie,190,110,37,268,Laz Alonso,10000,10324441,11016044.84,Action|Drama|Thriller,Alexander Skarsgård,Straw Dogs ,27117,11431,Rhys Coiro,1,gang rape|panties pulled down|rape|rape victim|sexual humiliation,http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1,140,English,USA,R,25000000,26674676.25,2011,826,5.8,2.35,7000,1
Color,Craig R. Baxley,27,88,22,120,Sam McMurray,174,9286314,16364026.17,Action|Crime|Drama|Thriller,Brian Bosworth,Stone Cold ,4972,583,Richard Gant,1,biker|biker gang|fbi|mississippi|undercover,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,62,English,USA,R,17000000,29956820.85,1991,132,5.9,1.85,0,1
Color,John Hillcoat,355,111,214,3000,Charlize Theron,10000,56692,63422.51847,Adventure|Drama,Viggo Mortensen,The Road ,177401,23566,Robert Duvall,2,apocalypse|boy|food|pistol|survival,http://www.imdb.com/title/tt0898367/?ref_=fn_tt_tt_1,504,English,USA,R,25000000,27968019.5,2009,9000,7.3,2.35,32000,1
Color,Marcos Siega,31,95,32,324,Nick Cannon,843,5654777,6949237.396,Action|Comedy|Crime|Drama|Thriller,Cheech Marin,Underclassman ,4875,2165,Kaylee DeFer,3,police|private school|shootout|undercover|wigger,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,26,English,USA,PG-13,25000000,30722862.26,2005,593,4.1,2.35,206,1
Color,J.B. Rogers,87,95,6,248,Chris Klein,849,5516708,7476276.324,Comedy|Romance,Eddie Cibrian,Say It Isn't So ,11375,2413,Jack Plotnick,2,bestiality|brother sister incest|fisting|hit on the head with a pipe|wedding,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,91,English,USA,R,25000000,33880152.46,2001,841,4.9,1.85,295,1
Color,Jeffrey W. Byrd,23,95,2,807,Loretta Devine,927,4006906,4924144.846,Comedy|Crime,Donald Faison,King's Ransom ,3229,4990,Regina Hall,7,hit in the crotch|kidnapping|nail gun|police|release from prison,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,20,English,USA,PG-13,15000000,18433717.36,2005,912,4.1,1.85,83,1
Color,Uwe Boll,143,92,892,492,Udo Kier,783,1550000,1904817.46,Action|Adventure|Fantasy|Horror,Meat Loaf,BloodRayne ,30628,2930,Michael Paré,2,escape|half human|king|vampire|vampire hunter,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,471,English,USA,R,25000000,30722862.26,2005,595,2.9,2.35,937,1
Color,Taylor Hackford,49,117,138,416,Bai Ling,908,134904,148484.3541,Comedy|Drama|Romance|Sport,Scout Taylor-Compton,Love Ranch ,2395,3204,Gil Birmingham,9,argentine|brothel|cancer|female full frontal nudity|fight,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,17,English,USA,R,25000000,27516670.03,2010,581,5.7,1.78,636,1
Color,Stephen Frears,51,119,350,418,Peter Capaldi,18000,34700000,70399348.27,Drama|Romance,Keanu Reeves,Dangerous Liaisons ,52846,35501,Swoosie Kurtz,2,catholic|corruption|emotional abuse|france|seduction,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,English,USA,R,14000000,28403195.27,1988,17000,7.7,1.85,0,1
Color,Leonard Nimoy,106,119,12000,643,Nichelle Nichols,12000,109713132,240254741.5,Adventure|Comedy|Sci-Fi,Leonard Nimoy,Star Trek IV: The Voyage Home ,61621,15449,Walter Koenig,5,alien probe|humpback whales|probe|time travel|whale,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,219,English,USA,PG,25000000,54746122.26,1986,664,7.3,2.35,0,1
Color,Ericson Core,163,114,19,848,Edgar Ramírez,1000,28772222,29135187.29,Action|Crime|Sport|Thriller,Ray Winstone,Point Break ,33958,3962,Delroy Lindo,1,athlete|extreme sports|fbi|fbi agent|heist,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,163,English,USA,PG-13,105000000,106324588.5,2015,897,5.3,2.35,37000,1
Color,Tim Story,52,106,167,676,Regina Hall,966,65182182,66082809.35,Comedy|Romance,Romany Malco,Think Like a Man Too ,15310,4830,David Walton,8,african american|imperative in title|las vegas nevada|nevada|wedding,http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1,38,English,USA,PG-13,24000000,24331609.89,2014,807,5.7,2.35,3000,1
Color,Jonathan Lynn,129,98,36,900,Matthew Perry,13000,57262492,79810678.96,Comedy|Crime,Bruce Willis,The Whole Nine Yards ,90374,17582,Natasha Henstridge,4,adultery|black humor|dentist|hitman|sex in bed,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,318,English,USA,R,24000000,33450452.96,2000,2000,6.7,1.85,0,1
Color,Todd Phillips,123,88,480,497,Leah Remini,8000,74608545,97318331.85,Comedy,Will Ferrell,Old School ,185258,10325,Patrick Fischler,4,college|fraternity|friend|house|party,http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1,404,English,USA,R,24000000,31305260.87,2003,909,7.2,2.35,0,1
Color,Danny Cannon,125,100,41,970,Mekhi Phifer,45000,39989008,58881238.3,Horror|Mystery,Muse Watson,I Still Know What You Did Last Summer ,55398,49847,Bill Cobbs,2,bahamas|fisherman|hook|island|roommate,http://www.imdb.com/title/tt0130018/?ref_=fn_tt_tt_1,418,English,USA,R,24000000,35338453.99,1998,1000,4.6,2.35,891,1
Color,Bonnie Hunt,106,115,597,597,Jim Belushi,893,32662299,45523695.68,Comedy|Drama|Romance,Minnie Driver,Return to Me ,16469,3946,Bonnie Hunt,1,heart|italian restaurant|restaurant|transplant|waitress,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,275,English,USA,PG,24000000,33450452.96,2000,854,6.9,1.85,0,1
Color,George Gallo,45,88,269,384,Eddie Griffin,1000,20218,27399.55689,Action|Comedy|Crime|Thriller,Daniel Roebuck,Double Take ,5431,2557,Garcelle Beauvais,2,cia|cia agent|fbi|mexico|train,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,50,English,USA,PG-13,24000000,32524946.36,2001,489,5.3,2.35,204,1
Color,Robert Luketic,84,95,126,886,Gary Cole,2000,16964743,21554563.65,Comedy|Romance,Topher Grace,Win a Date with Tad Hamilton! ,22844,4681,Nathan Lane,1,best friend|contest|date|small town|west virginia,http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1,140,English,USA,PG-13,24000000,30493213.34,2004,989,5.6,2.35,876,1
Color,Brian Robbins,51,107,48,940,Ellen Albertini Dow,1000,12372410,17244279.95,Comedy|Sport,Oliver Platt,Ready to Rumble ,11709,4971,Martin Landau,1,gay subtext|homoerotic fight|homoeroticism|homosexual subtext|wcw wrestling,http://www.imdb.com/title/tt0217756/?ref_=fn_tt_tt_1,101,English,USA,PG-13,24000000,33450452.96,2000,957,5.3,1.85,650,1
Black and White,Kevin Spacey,113,118,18000,286,Bob Hoskins,18000,6144806,7807286.679,Biography|Drama|Music|Musical,Kevin Spacey,Beyond the Sea ,12821,23689,Brenda Blethyn,1,bobby darin|career|love|marriage|sandra dee,http://www.imdb.com/title/tt0363473/?ref_=fn_tt_tt_1,248,English,USA,PG-13,23000000,29222662.78,2004,5000,6.7,2.35,0,
Color,Steve Boyum,18,93,9,254,M.C. Gainey,23000,4308981,6344696.95,Comedy|Family,Paul Walker,Meet the Deedles ,2265,24436,A.J. Langer,2,accidental kiss|eating a worm|park|worm|yellowstone national park,http://www.imdb.com/title/tt0120645/?ref_=fn_tt_tt_1,37,English,USA,PG,24000000,35338453.99,1998,284,3.9,,839,1
Color,George Tillman Jr.,196,98,88,706,Tom Berenger,12000,23225911,25563989.17,Action|Crime|Drama|Thriller,Dwayne Johnson,Faster ,80574,14699,Mike Epps,1,gun|prison|reference to god|reference to jesus christ|vengeance,http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1,157,English,USA,R,24000000,26416003.23,2010,854,6.5,2.35,12000,1
Color,Ruben Fleischer,445,88,181,11,Bill Murray,15000,75590286,84564423.72,Adventure|Comedy|Horror|Sci-Fi,Emma Stone,Zombieland ,386217,28011,Derek Graf,4,amusement park|on the road|zombie|zombie apocalypse|zombie spoof,http://www.imdb.com/title/tt1156398/?ref_=fn_tt_tt_1,553,English,USA,R,23600000,26401810.41,2009,13000,7.7,2.35,26000,1
Color,David Zucker,43,85,119,144,Priscilla Presley,3000,86930411,153185808.8,Comedy|Crime,George Kennedy,The Naked Gun 2½: The Smell of Fear ,83269,3847,O.J. Simpson,6,american president|evil industrialist|ex girlfriend|political leader|president,http://www.imdb.com/title/tt0102510/?ref_=fn_tt_tt_1,87,English,USA,PG-13,23000000,40529816.45,1991,348,6.8,1.85,0,1
Color,James Wong,211,98,70,591,Brendan Fehr,1000,53302314,74291106.13,Horror|Thriller,Daniel Roebuck,Final Destination ,181058,3345,Kerr Smith,1,dead teenager|death|explosion|premonition|teenager,http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1,674,English,USA,R,23000000,32056684.09,2000,847,6.7,1.85,0,1
Color,Tony Goldwyn,92,97,956,99,Ellen Barkin,20000,27338033,37048669.04,Comedy|Romance,Hugh Jackman,Someone Like You... ,19709,20798,Catherine Dent,3,apartment|girl in panties|roommate|thong panties|upskirt,http://www.imdb.com/title/tt0244970/?ref_=fn_tt_tt_1,167,English,USA,PG-13,23000000,31169740.26,2001,551,6.1,1.85,0,1
Color,John Dahl,140,97,131,62,Jessica Bowman,23000,21973182,29778190.24,Mystery|Thriller,Paul Walker,Joy Ride ,53415,23242,Dell Yount,2,embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver,http://www.imdb.com/title/tt0206314/?ref_=fn_tt_tt_1,339,English,USA,R,23000000,31169740.26,2001,81,6.6,2.35,0,1
